Date,Open,High,Low,Close,Volume
12/01/2020,"489.50","490.00","483.50","490.00","37,351,262"
11/30/2020,"493.00","493.50","480.50","480.50","120,571,602"
11/27/2020,"487.50","492.00","486.50","489.00","33,255,820"
11/26/2020,"489.00","493.50","488.00","489.00","29,102,320"
11/25/2020,"495.00","495.50","487.00","487.00","42,074,641"
11/24/2020,"499.50","500.00","491.50","492.00","36,128,070"
11/23/2020,"494.50","498.50","492.00","496.50","38,368,352"
11/20/2020,"486.00","490.00","486.00","488.00","32,772,570"
11/19/2020,"499.00","499.00","490.00","490.00","44,873,312"
11/18/2020,"490.00","497.00","486.50","497.00","50,883,500"
11/17/2020,"502.00","506.00","485.50","485.50","73,539,875"
11/16/2020,"470.00","484.50","469.00","484.00","82,786,914"
11/13/2020,"459.00","462.00","456.50","462.00","31,245,881"
11/12/2020,"463.00","463.50","457.50","458.00","40,413,770"
11/11/2020,"448.50","457.00","448.50","457.00","36,941,801"
11/10/2020,"452.00","454.50","448.50","451.00","35,263,879"
11/09/2020,"458.00","460.00","454.00","458.50","39,573,672"
11/06/2020,"455.00","455.50","450.00","452.50","30,365,189"
11/05/2020,"451.50","451.50","445.50","451.00","35,056,441"
11/04/2020,"444.50","451.50","443.00","450.00","37,839,648"
11/03/2020,"439.50","443.00","438.00","441.00","30,554,949"
11/02/2020,"433.00","435.50","428.00","435.50","34,185,566"
10/30/2020,"437.00","437.00","432.00","432.00","48,533,770"
10/29/2020,"436.50","439.50","435.50","437.00","42,333,379"
10/28/2020,"445.00","447.00","443.00","444.00","25,520,660"
10/27/2020,"447.50","448.50","445.50","447.00","20,668,230"
10/26/2020,"455.00","455.00","450.00","450.00","15,325,620"
10/23/2020,"458.00","458.00","451.50","452.00","18,777,381"
10/22/2020,"450.00","455.00","449.50","455.00","23,438,539"
10/21/2020,"453.50","456.00","451.00","453.00","28,058,920"
10/20/2020,"455.50","457.00","451.00","451.00","25,205,631"
10/19/2020,"453.00","457.50","451.00","457.50","34,470,898"
10/16/2020,"451.00","456.00","448.50","449.00","46,876,801"
10/15/2020,"456.00","456.50","450.00","453.00","47,775,020"
10/14/2020,"460.50","461.00","457.00","459.00","40,809,238"
10/13/2020,"465.00","465.00","456.50","462.00","45,750,727"
10/12/2020,"458.00","462.00","457.50","460.00","64,719,219"
10/08/2020,"450.00","454.00","448.50","453.00","60,853,809"
10/07/2020,"435.00","445.00","435.00","443.00","42,926,230"
10/06/2020,"441.50","442.00","437.50","439.50","35,775,391"
10/05/2020,"438.00","438.00","431.50","432.50","32,945,828"
09/30/2020,"430.50","435.00","430.50","433.00","27,334,199"
09/29/2020,"432.50","435.00","428.00","431.00","32,230,500"
09/28/2020,"427.00","431.50","424.50","431.50","34,156,969"
09/25/2020,"427.00","428.00","421.00","424.00","38,775,262"
09/24/2020,"425.50","429.00","423.00","423.00","79,806,383"
09/23/2020,"436.00","438.50","432.00","433.50","45,710,961"
09/22/2020,"440.00","441.00","436.00","437.00","36,130,633"
09/21/2020,"443.50","450.00","440.00","440.00","39,463,922"
09/18/2020,"447.00","449.50","443.00","444.00","52,454,922"
09/17/2020,"453.00","455.00","446.50","448.50","42,058,500"
09/16/2020,"460.00","462.00","455.50","458.00","64,261,230"
09/15/2020,"440.50","447.00","439.50","445.00","39,061,441"
09/14/2020,"436.00","442.00","435.50","441.00","39,085,832"
09/11/2020,"435.50","436.50","432.50","436.50","34,298,461"
09/10/2020,"432.50","435.00","430.50","435.00","35,098,922"
09/09/2020,"425.00","428.00","423.00","427.00","40,551,359"
09/08/2020,"428.00","433.00","427.50","431.00","23,714,670"
09/07/2020,"428.00","432.50","425.00","426.00","32,019,311"
09/04/2020,"427.00","432.50","427.00","429.00","46,119,910"
09/03/2020,"439.50","439.50","433.50","436.00","34,951,609"
09/02/2020,"441.00","441.00","430.50","433.00","34,871,398"
09/01/2020,"430.00","435.00","428.00","435.00","37,429,566"
08/31/2020,"437.00","439.50","426.50","426.50","81,480,531"
08/28/2020,"440.00","440.50","431.00","435.00","56,842,207"
08/27/2020,"448.00","453.50","444.00","444.00","53,072,711"
08/26/2020,"435.50","442.00","435.00","442.00","39,243,340"
08/25/2020,"433.50","436.00","430.50","434.50","35,977,887"
08/24/2020,"427.50","434.50","425.00","428.00","48,375,398"
08/21/2020,"421.50","427.00","420.00","424.50","41,609,461"
08/20/2020,"427.00","427.50","401.00","415.00","75,097,234"
08/19/2020,"436.00","436.50","427.50","427.50","31,486,801"
08/18/2020,"440.00","440.50","432.00","433.00","41,643,160"
08/17/2020,"427.00","435.00","425.50","435.00","34,137,727"
08/14/2020,"424.00","428.00","423.00","427.00","23,419,949"
08/13/2020,"428.00","429.00","424.50","429.00","44,352,328"
08/12/2020,"422.00","423.50","419.00","419.00","52,143,473"
08/11/2020,"432.00","435.00","429.00","429.00","34,545,312"
08/10/2020,"427.50","437.50","427.50","435.50","36,067,500"
08/07/2020,"433.50","434.00","428.00","433.00","36,589,461"
08/06/2020,"437.50","438.00","431.00","435.00","41,029,621"
08/05/2020,"430.50","433.50","426.00","429.00","47,223,832"
08/04/2020,"421.50","425.50","418.50","425.50","41,223,441"
08/03/2020,"420.50","424.00","415.00","416.00","76,429,570"
07/31/2020,"426.00","432.00","425.50","425.50","49,897,672"
07/30/2020,"436.50","441.00","428.50","434.00","69,293,938"
07/29/2020,"428.00","431.50","419.50","422.00","85,663,156"
07/28/2020,"464.00","466.50","428.50","435.00","166,307,703"
07/27/2020,"420.50","424.50","416.50","424.50","99,333,789"
07/24/2020,"390.00","395.00","382.00","386.00","86,682,727"
07/23/2020,"382.00","383.00","379.00","381.50","45,209,281"
07/22/2020,"381.00","386.00","379.00","384.00","43,759,672"
07/21/2020,"372.50","387.00","371.50","383.00","64,219,121"
07/20/2020,"370.00","370.00","362.50","366.00","42,769,230"
07/17/2020,"361.00","369.00","360.00","367.00","65,727,477"
07/16/2020,"359.00","361.00","353.50","357.50","68,220,516"
07/15/2020,"366.00","370.00","361.00","363.00","73,438,359"
07/14/2020,"355.00","364.00","354.50","363.50","61,764,152"
07/13/2020,"351.00","354.50","350.50","354.50","48,069,520"
07/10/2020,"352.50","353.00","345.50","348.50","60,902,102"
07/09/2020,"346.00","347.00","343.00","345.00","35,522,367"
07/08/2020,"337.50","342.50","337.50","341.00","30,720,211"
07/07/2020,"343.50","346.00","338.00","338.50","59,046,320"
07/06/2020,"332.50","338.00","332.00","338.00","57,256,219"
07/03/2020,"327.00","330.50","326.50","329.50","53,341,980"
07/02/2020,"319.00","322.00","318.00","322.00","34,526,168"
07/01/2020,"315.00","318.00","314.00","317.50","29,532,340"
06/30/2020,"313.50","314.00","311.00","313.00","48,991,859"
06/29/2020,"314.00","315.00","310.00","312.00","56,580,887"
06/24/2020,"319.00","320.00","316.00","317.50","54,147,020"
06/23/2020,"316.00","316.50","312.50","315.00","41,300,078"
06/22/2020,"314.50","316.50","312.00","312.00","37,374,609"
06/19/2020,"314.00","314.50","312.00","314.50","48,130,281"
06/18/2020,"314.50","315.00","313.00","314.50","29,044,471"
06/17/2020,"316.50","317.00","313.50","315.00","34,522,961"
06/16/2020,"317.00","317.00","314.00","315.00","36,608,207"
06/15/2020,"316.00","317.50","308.50","309.50","51,032,398"
06/12/2020,"313.00","317.50","312.50","316.00","45,992,910"
06/11/2020,"325.50","327.00","318.50","320.50","50,104,246"
06/10/2020,"319.00","324.00","318.00","322.50","39,984,246"
06/09/2020,"316.50","319.00","314.00","319.00","36,417,078"
06/08/2020,"316.00","319.00","315.00","318.00","50,302,922"
06/05/2020,"308.50","312.00","308.00","311.50","42,981,262"
06/04/2020,"305.00","306.00","304.00","306.00","46,572,449"
06/03/2020,"300.00","301.00","298.00","301.00","65,176,328"
06/02/2020,"296.00","297.50","296.00","296.50","24,771,580"
06/01/2020,"294.00","296.50","293.50","295.50","35,811,207"
05/29/2020,"292.00","292.50","290.00","292.00","79,774,180"
05/28/2020,"298.50","298.50","293.00","294.00","28,444,561"
05/27/2020,"297.00","298.00","295.50","296.50","23,375,949"
05/26/2020,"295.00","297.50","293.50","295.50","33,856,480"
05/25/2020,"290.50","293.00","288.50","292.00","26,803,221"
05/22/2020,"294.50","295.00","291.00","292.00","40,192,922"
05/21/2020,"296.00","298.00","295.00","297.50","30,997,461"
05/20/2020,"293.00","294.00","291.00","294.00","32,677,990"
05/19/2020,"294.00","294.00","291.50","291.50","51,250,207"
05/18/2020,"291.00","293.50","290.00","290.00","84,986,062"
05/15/2020,"297.50","298.50","294.50","298.00","42,494,801"
05/14/2020,"293.00","295.00","292.50","293.00","34,315,941"
05/13/2020,"293.00","297.00","292.50","297.00","26,156,410"
05/12/2020,"297.50","298.50","295.00","295.00","52,089,781"
05/11/2020,"300.00","301.50","298.50","301.00","28,727,010"
05/08/2020,"300.00","300.00","296.00","297.50","32,295,891"
05/07/2020,"294.50","299.00","294.50","297.50","27,621,189"
05/06/2020,"294.50","296.00","292.50","296.00","34,240,473"
05/05/2020,"296.50","298.00","295.00","295.50","23,547,400"
05/04/2020,"294.50","296.50","294.00","295.00","71,581,859"
04/30/2020,"302.00","305.00","301.50","304.50","55,126,078"
04/29/2020,"299.00","301.50","298.00","299.00","44,059,301"
04/28/2020,"298.50","298.50","294.50","296.50","37,395,160"
04/27/2020,"298.00","298.50","296.00","298.00","38,493,398"
