Date,Open,High,Low,Close,Volume
10/24/2019,"294.50","294.50","291.00","293.00","29,040,820"
10/23/2019,"293.50","293.50","290.50","293.00","28,675,400"
10/22/2019,"292.50","294.00","291.50","294.00","26,005,020"
10/21/2019,"291.00","291.00","288.50","290.00","34,634,359"
10/18/2019,"293.00","295.50","291.00","293.00","45,102,980"
10/17/2019,"295.00","295.50","292.00","293.50","40,271,930"
10/16/2019,"298.00","298.00","293.50","296.50","40,297,141"
10/15/2019,"293.50","296.00","292.00","293.50","38,018,559"
10/14/2019,"291.50","291.50","288.50","290.00","46,683,512"
10/09/2019,"283.50","286.00","282.00","282.00","34,777,449"
10/08/2019,"283.50","286.50","282.50","286.50","35,278,551"
10/07/2019,"279.00","279.50","277.50","278.00","17,510,230"
10/04/2019,"279.50","280.00","275.00","276.50","35,169,609"
10/03/2019,"274.00","277.50","274.00","276.50","31,890,859"
10/02/2019,"280.00","281.00","279.00","279.50","29,295,949"
10/01/2019,"273.00","280.50","273.00","280.00","71,743,891"
09/27/2019,"271.50","272.50","271.00","272.00","41,235,809"
09/26/2019,"269.00","269.50","266.50","268.00","29,940,100"
09/25/2019,"262.50","266.00","262.00","266.00","21,003,160"
09/24/2019,"263.50","265.50","262.00","265.00","24,244,939"
09/23/2019,"264.00","264.00","263.00","264.00","13,093,200"
09/20/2019,"266.00","266.50","264.00","264.00","43,868,859"
09/19/2019,"268.00","268.00","264.00","265.00","25,233,561"
09/18/2019,"267.00","269.50","266.50","267.00","47,684,754"
09/17/2019,"266.50","266.50","264.50","265.00","27,600,840"
09/16/2019,"262.00","265.50","261.50","265.50","32,573,961"
09/12/2019,"265.00","265.00","261.50","262.50","26,017,289"
09/11/2019,"264.00","264.50","260.50","263.00","36,196,008"
09/10/2019,"263.50","264.00","260.50","261.50","29,308,859"
09/09/2019,"265.50","266.00","263.50","265.00","17,235,830"
09/06/2019,"265.00","265.00","263.00","263.50","25,408,510"
09/05/2019,"263.00","263.00","260.50","263.00","48,791,719"
09/04/2019,"254.00","258.00","254.00","257.50","22,540,730"
09/03/2019,"256.50","258.00","253.00","254.00","25,762,490"
09/02/2019,"258.00","258.00","256.00","257.50","14,614,850"
08/30/2019,"256.50","259.00","256.00","259.00","35,184,199"
08/29/2019,"253.00","254.00","251.00","254.00","19,587,760"
08/28/2019,"250.50","253.00","250.50","252.00","15,132,880"
08/27/2019,"250.50","251.00","248.50","250.00","50,234,953"
08/26/2019,"249.00","250.50","248.50","248.50","31,678,619"
08/23/2019,"253.50","254.50","253.00","254.00","14,166,870"
08/22/2019,"257.00","257.50","254.00","254.00","21,900,840"
08/21/2019,"254.50","255.00","253.00","254.50","20,269,289"
08/20/2019,"254.00","254.50","252.50","254.50","19,960,490"
08/19/2019,"251.50","253.00","250.50","252.00","24,060,510"
08/16/2019,"249.50","252.00","248.00","250.00","25,370,711"
08/15/2019,"247.00","248.50","246.00","248.00","27,624,410"
08/14/2019,"252.50","254.00","249.50","249.50","35,216,699"
08/13/2019,"249.00","249.50","246.50","246.50","23,121,100"
08/12/2019,"254.50","254.50","251.00","251.00","21,794,600"
08/08/2019,"248.00","254.00","248.00","253.50","29,725,260"
08/07/2019,"250.00","250.50","246.50","248.00","29,435,461"
08/06/2019,"240.00","250.00","240.00","248.50","58,625,871"
08/05/2019,"251.00","252.00","245.50","246.50","51,535,719"
08/02/2019,"252.00","253.50","250.50","251.50","54,021,641"
08/01/2019,"257.50","257.50","255.50","256.50","30,017,520"
07/31/2019,"260.00","260.00","257.00","259.50","31,635,600"
07/30/2019,"262.50","263.00","260.00","260.00","22,670,609"
07/29/2019,"260.00","262.00","259.50","261.00","17,509,320"
07/26/2019,"261.00","262.50","261.00","261.00","20,438,070"
07/25/2019,"264.00","265.00","261.50","265.00","30,433,539"
07/24/2019,"266.50","266.50","263.00","265.00","23,734,029"
07/23/2019,"265.50","266.50","262.50","264.00","29,273,221"
07/22/2019,"263.00","264.00","262.00","264.00","31,522,631"
07/19/2019,"259.50","261.00","259.00","259.00","59,709,793"
07/18/2019,"252.00","254.50","251.50","254.00","20,842,570"
07/17/2019,"254.00","254.00","251.00","252.00","25,573,641"
07/16/2019,"254.00","256.50","253.50","256.00","21,361,240"
07/15/2019,"251.00","254.50","249.50","254.50","29,727,301"
07/12/2019,"252.00","252.00","249.50","250.50","23,479,430"
07/11/2019,"250.00","250.00","247.50","250.00","31,160,279"
07/10/2019,"243.00","247.00","243.00","247.00","23,812,131"
07/09/2019,"241.50","243.00","240.50","242.00","16,418,980"
07/08/2019,"240.00","244.50","240.00","242.50","27,787,900"
07/05/2019,"244.50","245.00","241.50","243.00","22,867,070"
07/04/2019,"244.50","245.00","242.50","244.00","17,481,240"
07/03/2019,"244.00","245.00","242.00","242.50","29,449,770"
07/02/2019,"249.50","250.00","247.50","249.00","24,181,199"
07/01/2019,"245.50","250.00","245.00","248.50","66,307,875"
06/28/2019,"241.50","241.50","238.00","239.00","25,962,199"
06/27/2019,"236.00","241.50","236.00","240.50","42,007,832"
06/26/2019,"235.00","236.50","234.00","234.50","27,607,039"
06/25/2019,"241.00","241.50","237.00","238.50","28,559,279"
06/24/2019,"241.00","242.00","240.00","241.00","43,300,500"
06/21/2019,"248.00","248.50","246.00","248.50","61,164,301"
06/20/2019,"242.00","245.50","241.00","245.00","37,836,289"
06/19/2019,"242.50","244.00","240.50","244.00","50,164,367"
06/18/2019,"234.00","235.50","233.00","235.50","28,578,080"
06/17/2019,"231.50","235.00","230.50","233.00","51,017,008"
06/14/2019,"238.50","239.50","236.00","236.00","31,854,000"
06/13/2019,"242.50","244.00","240.00","240.00","32,924,000"
06/12/2019,"244.50","247.50","243.00","246.00","29,582,000"
06/11/2019,"240.00","246.00","239.00","244.50","31,890,000"
06/10/2019,"237.50","240.00","234.50","240.00","35,268,000"
06/06/2019,"231.50","232.00","229.50","232.00","34,586,000"
06/05/2019,"238.00","238.00","234.00","235.00","29,084,000"
06/04/2019,"237.50","238.00","233.00","233.00","24,358,000"
06/03/2019,"235.50","238.50","232.00","238.00","30,998,000"
05/31/2019,"232.00","237.50","231.00","235.50","45,975,000"
05/30/2019,"230.00","231.50","229.00","231.00","28,427,000"
05/29/2019,"228.00","230.50","227.00","229.50","26,445,000"
05/28/2019,"232.00","232.00","230.50","230.50","95,094,000"
05/27/2019,"234.00","235.00","231.00","231.00","35,481,000"
05/24/2019,"230.00","234.00","230.00","233.00","35,895,000"
05/23/2019,"233.50","233.50","230.00","230.00","58,381,000"
05/22/2019,"236.50","240.50","235.50","238.00","34,569,000"
05/21/2019,"233.50","236.00","232.50","234.00","79,956,000"
05/20/2019,"242.50","243.00","238.00","238.00","39,037,000"
05/17/2019,"249.00","249.00","241.50","241.50","38,499,000"
05/16/2019,"248.50","249.50","246.00","247.00","29,650,000"
05/15/2019,"251.00","252.00","249.00","249.00","36,798,000"
05/14/2019,"247.50","251.00","245.00","248.50","45,019,000"
05/13/2019,"253.00","254.00","249.50","250.50","28,219,000"
05/10/2019,"257.00","259.00","255.00","256.00","18,589,000"
05/09/2019,"259.50","259.50","256.00","256.50","33,520,000"
05/08/2019,"260.00","261.50","259.50","260.00","25,514,000"
05/07/2019,"259.50","263.00","259.00","262.50","25,639,000"
05/06/2019,"260.00","260.00","258.00","259.00","32,783,000"
05/03/2019,"262.00","265.00","260.50","265.00","29,739,000"
05/02/2019,"261.50","262.50","258.50","259.00","27,058,000"
04/30/2019,"260.00","260.50","258.00","259.00","33,749,000"
04/29/2019,"260.00","262.00","258.50","259.50","31,073,000"
04/26/2019,"262.00","263.00","257.50","260.00","47,449,000"
04/25/2019,"268.50","269.00","267.00","267.50","32,344,000"
